Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,RawScore,MainScore,MainBand
Samuel Chukwueze,Villarreal,es La Liga,FW,23,2339,26.0,475.3819729528232,Top Starter,,,,,475.3819729528232,674.4,Top Starter
Chumi,Almería,es La Liga,DF,23,1489,16.5,,,,,530.0221619633573,Top Starter,530.0221619633573,372.8,Solid Squad Player
Darko Churlinov,Stuttgart,de Bundesliga,FW,22,27,0.3,,,,,,,,,Below Big-5 Level
Víctor Chust,Cádiz,es La Liga,DF,22,965,10.7,,,,,465.3708040689163,Top Starter,465.3708040689163,178.8,Below Big-5 Level
Tolga Ciğerci,Hertha BSC,de Bundesliga,MF,30,672,7.5,,,440.1437316114302,Top Starter,,,440.1437316114302,418.4,Top Starter
Yanis Cimignani,Ajaccio,fr Ligue 1,Off_MF,20,279,3.1,,,,,,,,,Below Big-5 Level
Daniel Ciofani,Cremonese,it Serie A,FW,37,1060,11.8,382.1873540218505,Solid Squad Player,,,,,382.1873540218505,416.5,Top Starter
Tio Cipot,Spezia,it Serie A,FW,19,139,1.5,,,,,,,,,Below Big-5 Level
Pathé Ciss,Rayo Vallecano,es La Liga,MF,28,1282,14.2,,,354.53358370159486,Solid Squad Player,,,354.53358370159486,237.2,Solid Squad Player
Souleymane Cissé,Clermont Foot,fr Ligue 1,DF,19,36,0.4,,,,,,,,,Below Big-5 Level
Patrick Ciurria,Monza,it Serie A,DF,27,2753,30.6,,,,,274.2184066528729,Solid Squad Player,274.2184066528729,1.3,Below Big-5 Level
Bobby Clark,Liverpool,eng Premier League,Off_MF,17,8,0.1,,,,,,,,,Below Big-5 Level
Alexis Claude-Maurice,Nice,fr Ligue 1,FW,24,64,0.7,,,,,,,,,Below Big-5 Level
Alexis Claude-Maurice,Lens,fr Ligue 1,Off_MF,24,604,6.7,810.9642481718031,World Class,,,,,810.9642481718031,953.5,Exceptional
Jonathan Clauss,Marseille,fr Ligue 1,DF,29,2590,28.8,,,,,471.7730885105661,Top Starter,471.7730885105661,124.7,Below Big-5 Level
Carlos Clerc,Elche,es La Liga,DF,30,2639,29.3,,,,,618.4832420747668,Top Starter,618.4832420747668,720.4,Top Starter
Nathaniel Clyne,Crystal Palace,eng Premier League,DF,31,1640,18.2,,,,,474.7925079022238,Top Starter,474.7925079022238,195.2,Below Big-5 Level
Conor Coady,Everton,eng Premier League,DF,29,2096,23.3,,,,,429.9995139083746,Top Starter,429.9995139083746,109.6,Below Big-5 Level
Nicolò Cocetta,Udinese,it Serie A,DF,18,32,0.4,,,,,,,,,Below Big-5 Level
Marcus Coco,Nantes,fr Ligue 1,FW,26,641,7.1,285.82781482532937,Solid Squad Player,,,,,285.82781482532937,150.1,Below Big-5 Level
Alexandre Coeff,Auxerre,fr Ligue 1,DF,30,586,6.5,,,,,648.4400542935452,Top Starter,648.4400542935452,662.5,Top Starter
Jack Colback,Nott'ham Forest,eng Premier League,Def_MF,32,497,5.5,,,,,561.4567915454834,Top Starter,561.4567915454834,352.9,Solid Squad Player
Séamus Coleman,Everton,eng Premier League,DF,33,1656,18.4,,,,,572.2209129632321,Top Starter,572.2209129632321,540.3,Top Starter
David Čolina,Augsburg,de Bundesliga,DF,22,166,1.8,,,,,,,,,Below Big-5 Level
Álex Collado,Elche,es La Liga,Off_MF,23,722,8.0,449.9536262971446,Top Starter,,,,,449.9536262971446,493.0,Top Starter
Diego Collado,Villarreal,es La Liga,FW,21,6,0.1,,,,,,,,,Below Big-5 Level
Omar Colley,Sampdoria,it Serie A,DF,29,1384,15.4,,,,,525.6465542912447,Top Starter,525.6465542912447,308.6,Solid Squad Player
Nathan Collins,Wolves,eng Premier League,DF,21,1814,20.2,,,,,629.6134274418249,Top Starter,629.6134274418249,750.6,World Class
Lorenzo Colombo,Lecce,it Serie A,FW,20,1515,16.8,359.4020895684983,Solid Squad Player,,,,,359.4020895684983,355.2,Solid Squad Player
Andrea Colpani,Monza,it Serie A,Off_MF,23,948,10.5,600.2587851233199,Top Starter,,,,,600.2587851233199,809.3,World Class
Levi Colwill,Brighton,eng Premier League,DF,19,1220,13.6,,,,,517.077145610227,Top Starter,517.077145610227,330.0,Solid Squad Player
Kingsley Coman,Bayern Munich,de Bundesliga,FW,26,1409,15.7,780.6604443783756,World Class,,,,,780.6604443783756,959.8,Exceptional
Eray Cömert,Valencia,es La Liga,DF,24,1672,18.6,,,,,697.108483608166,Top Starter,697.108483608166,896.7,World Class
Santi Comesaña,Rayo Vallecano,es La Liga,MF,25,2451,27.2,,,581.4288687268337,Top Starter,,,581.4288687268337,785.7,World Class
Abdu Conté,Troyes,fr Ligue 1,DF,24,1315,14.6,,,,,432.5200484733755,Top Starter,432.5200484733755,76.8,Below Big-5 Level
Andrea Conti,Sampdoria,it Serie A,DF,28,23,0.3,,,,,,,,,Below Big-5 Level
Lewis Cook,Bournemouth,eng Premier League,MF,25,1720,19.1,,,486.22335686743315,Top Starter,,,486.22335686743315,574.0,Top Starter
Steve Cook,Nott'ham Forest,eng Premier League,DF,31,957,10.6,,,,,543.5856012898512,Top Starter,543.5856012898512,424.4,Top Starter
Liam Cooper,Leeds United,eng Premier League,DF,30,1426,15.8,,,,,714.4632692396249,Top Starter,714.4632692396249,925.7,Exceptional
Copete,Mallorca,es La Liga,DF,22,2206,24.5,,,,,702.8542212877562,Top Starter,702.8542212877562,906.8,Exceptional
Diego Coppola,Hellas Verona,it Serie A,DF,18,1177,13.1,,,,,612.496303193419,Top Starter,612.496303193419,625.9,Top Starter
Francis Coquelin,Villarreal,es La Liga,MF,31,748,8.3,,,431.48692957096847,Top Starter,,,431.48692957096847,431.1,Top Starter
Sébastien Corchia,Nantes,fr Ligue 1,DF,31,786,8.7,,,,,514.5955212462625,Top Starter,514.5955212462625,202.8,Solid Squad Player
Maxwel Cornet,West Ham,eng Premier League,FW,25,245,2.7,,,,,,,,,Below Big-5 Level
Jesús Corona,Sevilla,es La Liga,FW,29,111,1.2,,,,,,,,,Below Big-5 Level
Ángel Correa,Atlético Madrid,es La Liga,FW,27,1455,16.2,664.0203001142114,Top Starter,,,,,664.0203001142114,902.7,Exceptional
Joaquín Correa,Inter,it Serie A,FW,27,950,10.6,438.9844072433593,Top Starter,,,,,438.9844072433593,572.9,Top Starter
Thierry Correia,Valencia,es La Liga,DF,23,2009,22.3,,,,,663.6067519483729,Top Starter,663.6067519483729,837.5,World Class
Alessandro Cortinovis,Hellas Verona,it Serie A,Off_MF,21,6,0.1,,,,,,,,,Below Big-5 Level
Danny da Costa,Mainz 05,de Bundesliga,DF,29,1236,13.7,,,,,510.9848785742411,Top Starter,510.9848785742411,262.0,Solid Squad Player
David Costa,Lens,fr Ligue 1,Off_MF,21,1407,15.6,531.3683645188929,Top Starter,,,,,531.3683645188929,609.3,Top Starter
Diego Costa,Wolves,eng Premier League,FW,33,1241,13.8,184.53793293946745,Below Big-5 Level,,,,,184.53793293946745,40.2,Below Big-5 Level
Jaume Costa,Mallorca,es La Liga,DF,34,2599,28.9,,,,,399.153200405314,Solid Squad Player,399.153200405314,71.8,Below Big-5 Level
Logan Costa,Toulouse,fr Ligue 1,DF,21,415,4.6,,,,,,,,,Below Big-5 Level
Nuno da Costa,Auxerre,fr Ligue 1,FW,31,2003,22.3,375.6918954651812,Solid Squad Player,,,,,375.6918954651812,361.5,Solid Squad Player
Samu Costa,Almería,es La Liga,Def_MF,21,1989,22.1,,,,,762.9435843926518,World Class,762.9435843926518,823.5,World Class
Vladimír Coufal,West Ham,eng Premier League,DF,29,2136,23.7,,,,,626.9610313777928,Top Starter,626.9610313777928,748.1,Top Starter
Lassana Coulibaly,Salernitana,it Serie A,MF,26,2892,32.1,,,438.5648656228211,Top Starter,,,438.5648656228211,413.3,Top Starter
Soumaïla Coulibaly,Dortmund,de Bundesliga,DF,18,45,0.5,,,,,,,,,Below Big-5 Level
Tanguy Coulibaly,Stuttgart,de Bundesliga,FW,21,326,3.6,,,,,,,,,Below Big-5 Level
Mathieu Coutadeur,Ajaccio,fr Ligue 1,MF,36,1947,21.6,,,293.5865726640867,Solid Squad Player,,,293.5865726640867,76.5,Below Big-5 Level
Philippe Coutinho,Aston Villa,eng Premier League,Off_MF,30,788,8.8,285.31515038913597,Solid Squad Player,,,,,285.31515038913597,139.5,Below Big-5 Level
Yan Couto,Girona,es La Liga,DF,20,1158,12.9,,,,,400.0759515089826,Top Starter,400.0759515089826,74.3,Below Big-5 Level
Nicolas Cozza,Montpellier,fr Ligue 1,DF,23,1277,14.2,,,,,611.6318502286756,Top Starter,611.6318502286756,527.7,Top Starter
Nicolas Cozza,Wolfsburg,de Bundesliga,DF,23,100,1.1,,,,,,,,,Below Big-5 Level
Matthew Craig,Tottenham,eng Premier League,Def_MF,19,14,0.2,,,,,,,,,Below Big-5 Level
Aaron Cresswell,West Ham,eng Premier League,DF,32,2235,24.8,,,,,450.59508446870746,Top Starter,450.59508446870746,148.6,Below Big-5 Level
Bryan Cristante,Roma,it Serie A,MF,27,2938,32.6,,,335.40922986145114,Solid Squad Player,,,335.40922986145114,155.6,Below Big-5 Level
Domen Črnigoj,Salernitana,it Serie A,MF,26,296,3.3,,,,,,,,,Below Big-5 Level
Juan Cruz Armada,Osasuna,es La Liga,DF,30,2062,22.9,,,,,384.65587599175336,Solid Squad Player,384.65587599175336,56.7,Below Big-5 Level
Juan Cruz,Betis,es La Liga,FW,22,178,2.0,,,,,,,,,Below Big-5 Level
Juan Cuadrado,Juventus,it Serie A,DF,34,2078,23.1,,,,,518.712005951554,Top Starter,518.712005951554,284.6,Solid Squad Player
Marc Cucurella,Chelsea,eng Premier League,DF,24,1671,18.6,,,,,652.8462095704357,Top Starter,652.8462095704357,816.1,World Class
Jorge Cuenca,Villarreal,es La Liga,DF,22,506,5.6,,,,,788.4707245094672,World Class,788.4707245094672,989.9,Exceptional
Braian Cufré,Mallorca,es La Liga,DF,25,220,2.4,,,,,,,,,Below Big-5 Level
Mickaël Cuisance,Sampdoria,it Serie A,Off_MF,22,618,6.9,163.61391212806888,Below Big-5 Level,,,,,163.61391212806888,9.3,Below Big-5 Level
Matheus Cunha,Wolves,eng Premier League,FW,23,965,10.7,239.5066450866341,Solid Squad Player,,,,,239.5066450866341,105.7,Below Big-5 Level
Matheus Cunha,Atlético Madrid,es La Liga,FW,23,377,4.2,,,,,,,,,Below Big-5 Level
Curro,Almería,es La Liga,Off_MF,26,43,0.5,,,,,,,,,Below Big-5 Level
Marco D'Alessandro,Monza,it Serie A,DF,31,290,3.2,,,,,,,,,Below Big-5 Level
Danilo D'Ambrosio,Inter,it Serie A,DF,33,733,8.1,,,,,753.3017426138443,World Class,753.3017426138443,952.1,Exceptional
Luca D'Andrea,Sassuolo,it Serie A,FW,17,316,3.5,,,,,,,,,Below Big-5 Level
Damien Da Silva,Lyon,fr Ligue 1,DF,34,338,3.8,,,,,,,,,Below Big-5 Level
Moanes Dabbur,Hoffenheim,de Bundesliga,FW,30,933,10.4,679.1237063325656,Top Starter,,,,,679.1237063325656,896.4,World Class
Colin Dagba,Strasbourg,fr Ligue 1,DF,23,958,10.6,,,,,712.0256669698517,Top Starter,712.0256669698517,832.5,World Class
Mahmoud Dahoud,Dortmund,de Bundesliga,MF,26,337,3.7,,,,,,,,,Below Big-5 Level
Patson Daka,Leicester City,eng Premier League,FW,23,1187,13.2,505.3054003412856,Top Starter,,,,,505.3054003412856,733.6,Top Starter
Thijs Dallinga,Toulouse,fr Ligue 1,FW,21,2353,26.1,489.2308206603071,Top Starter,,,,,489.2308206603071,655.4,Top Starter
Diogo Dalot,Manchester Utd,eng Premier League,DF,23,2154,23.9,,,,,693.1985468098866,Top Starter,693.1985468098866,892.9,World Class
Muhammed Damar,Hoffenheim,de Bundesliga,MF,18,159,1.8,,,,,,,,,Below Big-5 Level
Mikkel Damsgaard,Brentford,eng Premier League,MF,22,988,11.0,,,423.25867590728274,Top Starter,,,423.25867590728274,405.6,Top Starter
Flavius Daniliuc,Salernitana,it Serie A,DF,21,2195,24.4,,,,,619.9488345297757,Top Starter,619.9488345297757,654.9,Top Starter
Flavius Daniliuc,Nice,fr Ligue 1,DF,21,91,1.0,,,,,,,,,Below Big-5 Level
Danilo,Nott'ham Forest,eng Premier League,MF,21,976,10.8,,,512.8117079328237,Top Starter,,,512.8117079328237,627.6,Top Starter
Danilo,Juventus,it Serie A,DF,31,3184,35.4,,,,,737.2713314120823,Top Starter,737.2713314120823,929.5,Exceptional
Arnaut Danjuma,Tottenham,eng Premier League,FW,25,169,1.9,,,,,,,,,Below Big-5 Level
Arnaut Danjuma,Villarreal,es La Liga,FW,25,479,5.3,310.63322545009567,Solid Squad Player,,,,,310.63322545009567,249.5,Solid Squad Player
Kevin Danso,Lens,fr Ligue 1,DF,23,3232,35.9,,,,,533.4996636012858,Top Starter,533.4996636012858,263.2,Solid Squad Player
Dante,Nice,fr Ligue 1,DF,38,3299,36.7,,,,,690.6338894648866,Top Starter,690.6338894648866,790.9,World Class
Márton Dárdai,Hertha BSC,de Bundesliga,DF,20,947,10.5,,,,,526.6273489955959,Top Starter,526.6273489955959,312.3,Solid Squad Player
Sergi Darder,Espanyol,es La Liga,MF,28,3320,36.9,,,724.1197383601336,Top Starter,,,724.1197383601336,943.9,Exceptional
Achraf Dari,Brest,fr Ligue 1,DF,23,1317,14.6,,,,,617.1180766194675,Top Starter,617.1180766194675,551.6,Top Starter
Vladimír Darida,Hertha BSC,de Bundesliga,Off_MF,31,31,0.3,,,,,,,,,Below Big-5 Level
Matteo Darmian,Inter,it Serie A,DF,32,2025,22.5,,,,,585.7090106951177,Top Starter,585.7090106951177,522.7,Top Starter
Josh Dasilva,Brentford,eng Premier League,Off_MF,23,1389,15.4,433.34453462202185,Top Starter,,,,,433.34453462202185,446.5,Top Starter
David Datro Fofana,Chelsea,eng Premier League,FW,19,70,0.8,,,,,,,,,Below Big-5 Level
Juan David Cabal,Hellas Verona,it Serie A,DF,21,444,4.9,,,,,,,,,Below Big-5 Level
Jonathan David,Lille,fr Ligue 1,FW,22,3166,35.2,565.3609242279908,Top Starter,,,,,565.3609242279908,763.2,World Class
Alphonso Davies,Bayern Munich,de Bundesliga,DF,21,2042,22.7,,,,,564.7735992341935,Top Starter,564.7735992341935,442.1,Top Starter
Ben Davies,Tottenham,eng Premier League,DF,29,2288,25.4,,,,,379.2881499697172,Solid Squad Player,379.2881499697172,49.1,Below Big-5 Level
Tom Davies,Everton,eng Premier League,MF,24,538,6.0,,,269.29495810919957,Solid Squad Player,,,269.29495810919957,68.9,Below Big-5 Level
Paweł Dawidowicz,Hellas Verona,it Serie A,DF,27,1632,18.1,,,,,655.6863703632598,Top Starter,655.6863703632598,768.3,World Class
Craig Dawson,West Ham,eng Premier League,DF,32,720,8.0,,,,,486.2805709344001,Top Starter,486.2805709344001,225.4,Solid Squad Player
Craig Dawson,Wolves,eng Premier League,DF,32,1414,15.7,,,,,572.2520214546297,Top Starter,572.2520214546297,542.8,Top Starter
Kevin De Bruyne,Manchester City,eng Premier League,Off_MF,31,2417,26.9,814.6057632318166,World Class,,,,,814.6057632318166,990.7,Exceptional
Bobby De Cordova-Reid,Fulham,eng Premier League,FW,29,2475,27.5,226.9580583596908,Solid Squad Player,,,,,226.9580583596908,76.1,Below Big-5 Level
Charles De Ketelaere,Milan,it Serie A,Off_MF,21,1116,12.4,342.12697543673914,Solid Squad Player,,,,,342.12697543673914,232.6,Solid Squad Player
Manuel De Luca,Sampdoria,it Serie A,FW,24,44,0.5,,,,,,,,,Below Big-5 Level
Rodrigo De Paul,Atlético Madrid,es La Liga,MF,28,1923,21.4,,,855.3865482754981,World Class,,,855.3865482754981,994.9,Exceptional
Mattia De Sciglio,Juventus,it Serie A,DF,29,1042,11.6,,,,,335.75774784530205,Solid Squad Player,335.75774784530205,18.9,Below Big-5 Level
Lorenzo De Silvestri,Bologna,it Serie A,DF,34,672,7.5,,,,,330.1931502095571,Solid Squad Player,330.1931502095571,17.6,Below Big-5 Level
Thibault De Smet,Reims,fr Ligue 1,DF,24,1758,19.5,,,,,529.7583632478124,Top Starter,529.7583632478124,245.6,Solid Squad Player
Koni De Winter,Empoli,it Serie A,DF,20,1024,11.4,,,,,534.3218359335918,Top Starter,534.3218359335918,333.8,Solid Squad Player
Grégoire Defrel,Sassuolo,it Serie A,FW,31,1167,13.0,264.6899639219239,Solid Squad Player,,,,,264.6899639219239,143.8,Below Big-5 Level
Brecht Dejaegere,Toulouse,fr Ligue 1,Off_MF,31,1809,20.1,349.443883848025,Solid Squad Player,,,,,349.443883848025,223.3,Solid Squad Player
Romain Del Castillo,Brest,fr Ligue 1,Off_MF,26,1422,15.8,601.7965801759204,Top Starter,,,,,601.7965801759204,767.4,World Class
Alberto Del Moral,Villarreal,es La Liga,MF,22,5,0.1,,,,,,,,,Below Big-5 Level
Thomas Delaine,Strasbourg,fr Ligue 1,DF,30,1069,11.9,,,,,467.7568195879191,Top Starter,467.7568195879191,115.9,Below Big-5 Level
Thomas Delaney,Sevilla,es La Liga,MF,30,309,3.4,,,,,,,,,Below Big-5 Level
Thomas Delaney,Hoffenheim,de Bundesliga,Def_MF,30,298,3.3,,,,,,,,,Below Big-5 Level
Sacha Delaye,Montpellier,fr Ligue 1,FW,20,20,0.2,,,,,,,,,Below Big-5 Level
Fran Delgado,Betis,es La Liga,DF,21,12,0.1,,,,,,,,,Below Big-5 Level
Andy Delort,Nice,fr Ligue 1,FW,30,781,8.7,478.30529967286674,Top Starter,,,,,478.30529967286674,625.8,Top Starter
Andy Delort,Nantes,fr Ligue 1,FW,30,469,5.2,273.23289455642396,Solid Squad Player,,,,,273.23289455642396,131.1,Below Big-5 Level
Karamoko Dembélé,Brest,fr Ligue 1,FW,19,179,2.0,,,,,,,,,Below Big-5 Level
Moussa Dembélé,Lyon,fr Ligue 1,FW,26,877,9.7,375.39598061126253,Solid Squad Player,,,,,375.39598061126253,359.4,Solid Squad Player
Ousmane Dembélé,Barcelona,es La Liga,FW,25,1410,15.7,672.2826442946339,Top Starter,,,,,672.2826442946339,911.2,Exceptional
Siriki Dembélé,Bournemouth,eng Premier League,FW,25,110,1.2,,,,,,,,,Below Big-5 Level
Siriki Dembélé,Auxerre,fr Ligue 1,Off_MF,25,372,4.1,,,,,,,,,Below Big-5 Level
Merih Demiral,Atalanta,it Serie A,DF,24,1536,17.1,,,,,710.340080271341,Top Starter,710.340080271341,885.4,World Class
Kerem Demirbay,Leverkusen,de Bundesliga,MF,29,1544,17.2,,,756.7389991083201,World Class,,,756.7389991083201,954.1,Exceptional
Ermedin Demirović,Augsburg,de Bundesliga,FW,24,2366,26.3,402.9997938431234,Top Starter,,,,,402.9997938431234,471.5,Top Starter
Diego Demme,Napoli,it Serie A,MF,30,146,1.6,,,,,,,,,Below Big-5 Level
Sepp van den Berg,Schalke 04,de Bundesliga,DF,20,696,7.7,,,,,561.1802776692354,Top Starter,561.1802776692354,427.0,Top Starter
Branco van den Boomen,Toulouse,fr Ligue 1,MF,27,2888,32.1,,,816.202181545777,World Class,,,816.202181545777,961.7,Exceptional
Leander Dendoncker,Aston Villa,eng Premier League,MF,27,697,7.7,,,276.7029891333297,Solid Squad Player,,,276.7029891333297,79.1,Below Big-5 Level
Leander Dendoncker,Wolves,eng Premier League,MF,27,214,2.4,,,,,,,,,Below Big-5 Level
Emmanuel Dennis,Nott'ham Forest,eng Premier League,FW,24,720,8.0,427.6250613421666,Top Starter,,,,,427.6250613421666,577.2,Top Starter
Fabio Depaoli,Hellas Verona,it Serie A,DF,25,2173,24.1,,,,,457.6577089574989,Top Starter,457.6577089574989,136.0,Below Big-5 Level
Fabio Depaoli,Sampdoria,it Serie A,DF,25,136,1.5,,,,,,,,,Below Big-5 Level
Kastriot Dermaku,Lecce,it Serie A,DF,30,34,0.4,,,,,,,,,Below Big-5 Level
Halil Dervişoğlu,Brentford,eng Premier League,Off_MF,22,8,0.1,,,,,,,,,Below Big-5 Level
Mikkel Desler,Toulouse,fr Ligue 1,DF,27,2257,25.1,,,,,677.7424157878178,Top Starter,677.7424157878178,756.9,World Class
Cyriel Dessers,Cremonese,it Serie A,FW,27,1587,17.6,447.5426373162441,Top Starter,,,,,447.5426373162441,602.5,Top Starter
Sergiño Dest,Milan,it Serie A,DF,21,329,3.7,,,,,,,,,Below Big-5 Level
Mattia Destro,Empoli,it Serie A,FW,31,572,6.4,216.3911456190868,Solid Squad Player,,,,,216.3911456190868,59.2,Below Big-5 Level
Gerard Deulofeu,Udinese,it Serie A,FW,28,1211,13.5,614.9615816282483,Top Starter,,,,,614.9615816282483,854.1,World Class
Kiernan Dewsbury-Hall,Leicester City,eng Premier League,MF,23,2306,25.6,,,611.9497524426897,Top Starter,,,611.9497524426897,836.7,World Class
Samuel Di Carmine,Cremonese,it Serie A,FW,33,28,0.3,,,,,,,,,Below Big-5 Level
Federico Di Francesco,Lecce,it Serie A,FW,28,2031,22.6,246.92247371978323,Solid Squad Player,,,,,246.92247371978323,107.8,Below Big-5 Level
Giovanni Di Lorenzo,Napoli,it Serie A,DF,28,3257,36.2,,,,,464.4350855492131,Top Starter,464.4350855492131,147.4,Below Big-5 Level
Ángel Di María,Juventus,it Serie A,FW,34,1363,15.1,506.46867365236125,Top Starter,,,,,506.46867365236125,704.0,Top Starter
Boulaye Dia,Salernitana,it Serie A,FW,25,2518,28.0,611.4445345675996,Top Starter,,,,,611.4445345675996,849.9,World Class
Moussa Diaby,Leverkusen,de Bundesliga,FW,23,2699,30.0,598.1583999076258,Top Starter,,,,,598.1583999076258,835.1,World Class
Mouctar Diakhaby,Valencia,es La Liga,DF,25,2446,27.2,,,,,474.862892452952,Top Starter,474.862892452952,196.5,Below Big-5 Level
Mamadou Diakhon,Reims,fr Ligue 1,FW,16,21,0.2,,,,,,,,,Below Big-5 Level
Bafodé Diakité,Lille,fr Ligue 1,DF,21,2653,29.5,,,,,524.1660732545857,Top Starter,524.1660732545857,230.5,Solid Squad Player
Ibrahim Diakité,Reims,fr Ligue 1,DF,18,131,1.5,,,,,,,,,Below Big-5 Level
Abdou Diallo,RB Leipzig,de Bundesliga,DF,26,478,5.3,,,,,728.6571896725075,Top Starter,728.6571896725075,909.3,Exceptional
Baila Diallo,Clermont Foot,fr Ligue 1,DF,21,89,1.0,,,,,,,,,Below Big-5 Level
Habib Diallo,Strasbourg,fr Ligue 1,FW,27,2879,32.0,565.9534004759431,Top Starter,,,,,565.9534004759431,765.3,World Class
Ibrahima Diallo,Southampton,eng Premier League,MF,23,819,9.1,,,261.1836891578667,Solid Squad Player,,,261.1836891578667,53.6,Below Big-5 Level
Ismael Diallo,Ajaccio,fr Ligue 1,DF,25,2176,24.2,,,,,573.769358251722,Top Starter,573.769358251722,382.9,Solid Squad Player
Habib Diarra,Strasbourg,fr Ligue 1,Off_MF,18,1626,18.1,386.8974501856685,Solid Squad Player,,,,,386.8974501856685,297.7,Solid Squad Player
Mamady Diarra,Cádiz,es La Liga,Off_MF,22,66,0.7,,,,,,,,,Below Big-5 Level
Moussa Diarra,Toulouse,fr Ligue 1,DF,21,1225,13.6,,,,,568.1234218121601,Top Starter,568.1234218121601,367.8,Solid Squad Player
Stéphane Diarra,Lorient,fr Ligue 1,FW,23,1066,11.8,285.35401952650204,Solid Squad Player,,,,,285.35401952650204,148.0,Below Big-5 Level
Youba Diarra,Cádiz,es La Liga,Def_MF,24,98,1.1,,,,,,,,,Below Big-5 Level
Rúben Dias,Manchester City,eng Premier League,DF,25,1998,22.2,,,,,504.9566419695014,Top Starter,504.9566419695014,290.9,Solid Squad Player
Krépin Diatta,Monaco,fr Ligue 1,Off_MF,23,2072,23.0,429.33208496083853,Top Starter,,,,,429.33208496083853,381.4,Solid Squad Player
Brahim Díaz,Milan,it Serie A,Off_MF,22,1925,21.4,764.5585578043905,World Class,,,,,764.5585578043905,944.2,Exceptional
Luis Díaz,Liverpool,eng Premier League,FW,25,996,11.1,512.4524760747672,Top Starter,,,,,512.4524760747672,746.3,Top Starter
Justin Diehl,Köln,de Bundesliga,Off_MF,17,17,0.2,,,,,,,,,Below Big-5 Level
Bamba Dieng,Marseille,fr Ligue 1,FW,22,194,2.2,,,,,,,,,Below Big-5 Level
Bamba Dieng,Lorient,fr Ligue 1,FW,22,747,8.3,361.6469167496807,Solid Squad Player,,,,,361.6469167496807,323.5,Solid Squad Player
Eric Dier,Tottenham,eng Premier League,DF,28,2818,31.3,,,,,580.251347718551,Top Starter,580.251347718551,576.8,Top Starter
Florian Dietz,Köln,de Bundesliga,FW,23,395,4.4,,,,,,,,,Below Big-5 Level
Lucas Digne,Aston Villa,eng Premier League,DF,29,1502,16.7,,,,,482.18335703549883,Top Starter,482.18335703549883,219.1,Solid Squad Player
Federico Dimarco,Inter,it Serie A,DF,24,2069,23.0,,,,,411.12493156375496,Top Starter,411.12493156375496,70.5,Below Big-5 Level
Junior Dina Ebimbe,Eint Frankfurt,de Bundesliga,DF,21,1063,11.8,,,,,599.5664148582548,Top Starter,599.5664148582548,581.9,Top Starter
Tristan Dingomé,Troyes,fr Ligue 1,Off_MF,31,99,1.1,,,,,,,,,Below Big-5 Level
Eren Dinkçi,Werder Bremen,de Bundesliga,FW,20,231,2.6,,,,,,,,,Below Big-5 Level
Sinaly Diomande,Lyon,fr Ligue 1,DF,21,1957,21.7,,,,,706.7277220935778,Top Starter,706.7277220935778,826.2,World Class
Lois Diony,Angers,fr Ligue 1,FW,29,506,5.6,328.1467307202601,Solid Squad Player,,,,,328.1467307202601,238.9,Solid Squad Player
Edan Diop,Monaco,fr Ligue 1,DF,17,223,2.5,,,,,,,,,Below Big-5 Level
Issa Diop,Fulham,eng Premier League,DF,25,2012,22.4,,,,,640.1034522670722,Top Starter,640.1034522670722,783.4,World Class
Sofiane Diop,Nice,fr Ligue 1,Off_MF,22,1228,13.6,521.2357627009477,Top Starter,,,,,521.2357627009477,586.0,Top Starter
Sofiane Diop,Monaco,fr Ligue 1,Off_MF,22,65,0.7,,,,,,,,,Below Big-5 Level
Axel Disasi,Monaco,fr Ligue 1,DF,24,3330,37.0,,,,,595.7116563502993,Top Starter,595.7116563502993,469.8,Top Starter
Tiago Djaló,Lille,fr Ligue 1,DF,22,2017,22.4,,,,,541.5781428152977,Top Starter,541.5781428152977,285.9,Solid Squad Player
Djené,Getafe,es La Liga,DF,30,2840,31.6,,,,,492.8573976465104,Top Starter,492.8573976465104,248.1,Solid Squad Player
Moussa Djenepo,Southampton,eng Premier League,DF,24,710,7.9,,,,,607.3298705712438,Top Starter,607.3298705712438,680.1,Top Starter
Koffi Djidji,Torino,it Serie A,DF,29,2424,26.9,,,,,552.4070441302399,Top Starter,552.4070441302399,391.7,Solid Squad Player
Alexander Djiku,Strasbourg,fr Ligue 1,DF,27,2677,29.7,,,,,776.5894981332981,World Class,776.5894981332981,943.3,Exceptional
Berat Djimsiti,Atalanta,it Serie A,DF,29,1797,20.0,,,,,630.0030069472166,Top Starter,630.0030069472166,692.7,Top Starter
Moussa Djitte,Ajaccio,fr Ligue 1,FW,22,136,1.5,,,,,,,,,Below Big-5 Level
Alan Do Marcolino,Rennes,fr Ligue 1,FW,20,19,0.2,,,,,,,,,Below Big-5 Level
Ritsu Doan,Freiburg,de Bundesliga,Off_MF,24,2424,26.9,460.4892994506697,Top Starter,,,,,460.4892994506697,488.4,Top Starter
Dodô,Fiorentina,it Serie A,DF,23,2331,25.9,,,,,471.43886010847535,Top Starter,471.43886010847535,157.4,Below Big-5 Level
Danilho Doekhi,Union Berlin,de Bundesliga,DF,24,2216,24.6,,,,,545.6910124217591,Top Starter,545.6910124217591,370.3,Solid Squad Player
