Player,OffScore_mean,MidScore_mean,DefScore_mean,Min,90s
Diego Méndez,,,,5,0.1
Diego Pampín,,,,278,3.1
Diego Perotti,450.5597793228567,,,3439,38.199999999999996
Diego Pugno,,,,7,0.1
Diego Reyes,,,,320,3.6
Diego Rico,,,670.169437643574,15257,169.6
Diego Rolán,327.27221942908216,,,2459,27.3
Diego Valencia,,,,231,2.6
Dilane Bakwa,522.0217661622071,,,5183,57.6
Dimitri Bisoli,220.72112478736625,,,2152,23.9
Dimitri Foulquier,,428.83720409277686,434.61270164856865,16160,179.6
Dimitri Liénard,,758.6337598997359,589.7363464379439,10798,119.8
Dimitri Oberlin,,,,139,1.5
Dimitri Payet,643.4827003217741,,,12025,133.7
Dimitrije Kamenović,,,,45,0.5
Dimitris Giannoulis,,,647.0817429433295,4715,52.4
Dimitris Limnios,,,,417,4.6000000000000005
Dimitris Nikolaou,,,562.6261976319788,6546,72.8
Dimitris Siovas,,,646.0415636347038,10008,111.2
Diogo Dalot,,,611.0161337461723,13520,150.2
Diogo Jota,676.2368455807729,,,11587,128.9
Diogo Leite,,,674.4970775913428,8537,94.8
Dion Drena Beljo,402.3726589358883,,,1709,19.0
Dion Lopy,,373.48023954238465,,5193,57.6
Divin Mubama,,,,146,1.6
Divine Mukasa,,,,16,0.2
Divock Origi,369.0869103529674,,,5017,55.8
Djamel Benlamri,,,,149,1.7
Djaoui Cissé,,428.28981984578013,,1831,20.4
Djavan Anderson,,,,239,2.7
Djed Spence,,,554.1060342750637,4577,50.9
Djené,,,520.3778849188398,24517,272.5
Djibril Sidibé,,,625.124038888425,12176,135.2
Djibril Sow,,459.8163629282532,,13600,151.1
Djylian N'Guessan,,,,181,2.0
Djégui Koita,,,,173,1.9
Dodi Lukebakio,439.71634506872266,,,13726,152.6
Dodô,,,413.1191382166735,7676,85.30000000000001
Domagoj Bradarić,,,436.2673910398808,11165,124.0
Domen Črnigoj,,362.7269389393318,,2313,25.7
Domenico Berardi,524.9290820639321,,,17149,190.4
Domenico Criscito,,,725.6466753976287,8467,94.1
Domenico Maietta,,,571.8879059589972,2182,24.2
Domingos André Ribeiro Almeida,338.1924582116976,,,6275,69.7
Domingos Duarte,,,498.2800404465317,13914,154.6
Domingos Quina,,,,989,11.0
Dominic Ballard,,,,26,0.3
Dominic Calvert-Lewin,409.22069356074894,,,16702,185.6
Dominic Maroh,,,819.610720142326,914,10.2
Dominic Solanke,439.5491799463869,,,11013,122.4
Dominic Thompson,,,,146,1.6
Dominick Drexler,462.506451261396,,,4186,46.5
Dominik Javorček,,,,386,4.3
Dominik Kaiser,,,,277,3.1
Dominik Kohr,,529.8410658341812,755.950117087359,14980,166.5
Dominik Szoboszlai,603.6087873613548,,,10374,115.3
Dominique Heintz,,,624.6216201645839,11880,131.9
Donny van de Beek,358.9224728364899,463.98468190297467,,3068,34.2
Donyell Malen,606.914116319618,,,6746,75.0
Dor Peretz,,413.80788154186587,,585,6.5
Douglas,,430.81140927659237,,4079,45.3
Douglas Costa,475.249662724105,,,3580,39.8
Douglas Luiz,,522.4164945498721,,16671,185.29999999999998
Douglas Santos,,,837.642682780698,2378,26.4
Dries Mertens,746.5477940973312,,,9786,108.8
Driss Khalid,,,,29,0.3
Driss Trichard,,,,90,1.0
Drissa Camara,306.99479438489436,,,462,5.2
Duje Ćaleta-Car,,,564.7203904295444,13836,153.8
Duje Čop,209.9751383807112,,,783,8.7
Duk,,,,179,2.0
Durel Avounou,,,655.2021289238864,651,7.2
Duván Zapata,599.1928073320464,,,16629,184.6
Dušan Basta,,,507.5893303146621,775,8.6
Dušan Tadić,479.06014341857315,,,2791,31.0
Dušan Vlahović,519.1303635387263,,,14211,158.0
Dwight Gayle,463.5556997613635,,,3360,37.300000000000004
Dwight McNeil,402.5519359486316,,,18352,203.9
Dyego Sousa,272.99838920240865,,,527,5.9
Dylan Bahamboula,,,,30,0.3
Dylan Batubinsika,,,646.2994909883955,2016,22.4
Dylan Bronn,,,537.6726367819826,8502,94.5
Dylan Chambost,,504.3904675994091,,753,8.4
Dylan Lempereur,,,,142,1.6
Dávid Hancko,,,535.8216781514157,1814,20.1
Dávid Strelec,263.4503976415741,,,671,7.5
Dénys Bain,,,679.557730665184,1574,17.5
Désiré Doué,560.6394410857343,,,4896,54.4
Dídac Vilà,,,703.8612705145475,5780,64.3
Dória,,,,77,0.9
Dženan Pejčinović,637.2924289332958,,,563,6.2
Dženis Burnić,,,,305,3.4
Ebenezer Akinsanmiro,,556.080954869125,,869,9.7
Ebenezer Annan,,,,25,0.3
Ebenezer Ofori,,,,10,0.1
Eberechi Eze,581.5449731102744,,,11449,127.2
Ebrima Colley,301.11485178331225,,,1210,13.5
Ebrima Darboe,,,,386,4.3
Edan Diop,,,,386,4.3
Eddie Nketiah,520.6593168662049,,,5607,62.2
Eddie Salcedo,340.710618072747,,,1898,21.2
Eddy Gnahoré,,424.63194931406576,,3376,37.5
Eddy Kouadio,,,,72,0.8
Eddy Sylvestre,,,,400,4.5
Eden Hazard,536.740902993716,,,7867,87.5
Eden Massouema,,,,189,2.1
Edgar Ié,,,644.6584135436729,4161,46.3
Edgar Prib,,,,202,2.2
Edgar Salli,,,,116,1.3
Edgar Sevikyan,,,,8,0.1
Edhy Zuliani,,,,9,0.1
Edimilson Fernandes,,401.4441571996396,630.5921159318342,10255,113.9
Edin Džeko,646.9694531976207,,,14720,163.5
Edinson Cavani,605.7718783337085,,,8447,93.9
Edmilson Correia,,,,49,0.5
Edmond Tapsoba,,,616.6844497771724,14214,158.1
Edmond-Paris Maghoma,,,,119,1.3
Edo Kayembe,,336.16602763765945,,799,8.9
Edoardo Bove,,476.97384126260414,,3702,41.2
Edoardo Goldaniga,,,548.3240981515846,10881,120.80000000000001
Edoardo Iannoni,,,,164,1.8
Edoardo Vergani,,,,114,1.2000000000000002
Edon Zhegrova,560.0460835014213,,,5009,55.6
Edouard Michut,,,,70,0.8
Edson Álvarez,,367.0519634070419,825.0081468789894,4149,46.099999999999994
Edu Expósito,437.00266879835766,386.43061925855784,,8344,92.7
Eduard Löwen,436.3939056444633,573.760566264247,,4109,45.6
Eduard Sobol,,,448.74919984610005,990,11.1
Eduardo Camavinga,,560.4933904483559,,11783,130.8
Eduardo Henrique,,281.5576185859332,,924,10.3
Eduardo Quaresma,,,,88,1.0
Efthimis Koulouris,355.5047704876611,,,1541,17.1
Eiran Cashin,,,,20,0.2
El Bilal Touré,392.59332975674874,,,4997,55.5
El Chadaille Bitshiabu,,,740.8754653016335,1865,20.9
El Hadji Malick Diouf,,,446.6250136035871,1387,15.4
Elayis Tavsan,,,,50,0.6
Elba Rashani,379.6091199065654,,,5096,56.6
Eldor Shomurodov,515.7623757289527,,,5422,60.2
Elhadji Dieye,,,,34,0.4
Elhadji Pape Diaw,,,,15,0.2
Eli Junior Kroupi,590.2881537000151,,,1668,18.5
Eliaquim Mangala,,,489.2955814448199,2795,31.1
Elias Baum,,,,41,0.4
Elias Kachunga,129.3004833982193,,,2511,27.9
Elias Saad,360.706007093298,,,1397,15.5
Elie Youan,,,,182,2.0
Eliesse Ben Seghir,516.5641026005478,,,3474,38.6
Eliezer Mayenda,233.7241190182367,,,498,5.5
Elif Elmas,373.6587845073724,507.3756291958662,,7601,84.5
Elijah Adebayo,581.066550724034,,,1419,15.8
Elio Capradossi,,,,173,1.9
Eliot Matazo,,278.38457353582726,,2449,27.3
Eliseo Falcon,,,,73,0.8
Elisha Owusu,,336.51321282463624,,3343,37.1
Elliot Anderson,370.1471459479028,655.3277819616887,,6055,67.3
Ellis Simms,,,,289,3.2
Ellyes Skhiri,,431.0234790072734,800.8522182687467,21267,236.2
Eloge Zabi,,,,18,0.2
Eloi Amagat,,,,15,0.2
Elseid Hysaj,,,547.504173216895,14294,158.70000000000002
Elvis Rexhbeçaj,219.76322234377835,437.70196471602895,470.7827277252365,13187,146.4
Elye Wahi,580.6018593514661,,,7699,85.6
Elysée Logbo,,,,275,3.0999999999999996
Emanuel Aiwum,,,722.7069726812366,1653,18.4
Emanuel Cecchini,,,,30,0.3
Emanuel Emegha,527.732856234454,,,4785,53.2
Emanuel Vignato,387.19732746640005,,,3062,34.1
Emanuele Giaccherini,431.8274145782593,,,2976,33.0
Emanuele Ndoj,,377.2954908313942,,555,6.2
Emanuele Torrasi,,,,12,0.2
Emanuele Valeri,,,447.7264577305132,7968,88.5
Emerson,,,660.356431920447,12797,142.1
Emerson Hyndman,,,,96,1.0
Emerson Palmieri,,,584.4109192775035,12028,133.9
Emersonn,530.8203692878616,,,806,9.0
Emi Buendía,547.725755386998,,,7899,87.8
Emil Berggreen,601.8313855001161,,,669,7.4
Emil Bohinen,,437.89191391289256,,2288,25.3
Emil Ceide,291.7510612068213,,,744,8.3
Emil Forsberg,535.4642038865712,,,8951,99.6
Emil Hallfreðsson,,485.0469461738811,,1293,14.4
Emil Holm,,,597.5428838045428,4008,44.5
Emil Krafth,,,522.3296552970455,9162,101.7
Emile Smith Rowe,519.1175555470686,,,6969,77.4
Emiliano Insúa,,,620.747894071968,4220,46.9
Emiliano Marcondes,,,,9,0.1
Emiliano Moretti,,,559.6157411025059,3792,42.1
Emiliano Rigoni,451.5208895246989,,,2092,23.299999999999997
Emiliano Sala,531.9034990805483,,,4400,48.900000000000006
Emiliano Velázquez,,,916.7085518358098,1277,14.2
Emir Karic,,,610.2761965385888,1783,19.8
Emir Sahiti,,,,120,1.3
Emirhan İlkhan,,,,433,4.9
Emmanuel Agbadou,,,747.496313687344,8665,96.2
Emmanuel Agyemang-Badu,,,,391,4.4
Emmanuel Amankwaa Akurugu,,,,124,1.4
Emmanuel Apeh,,,,14,0.2
Emmanuel Biumla,,,495.19754089518887,1467,16.3
Emmanuel Boateng,322.0929092328302,,,1975,22.0
Emmanuel Bourgaud,314.274322169059,,,542,6.0
Emmanuel Dennis,362.83086731691037,,,3775,42.0
Emmanuel Ekong,,,,211,2.4000000000000004
Emmanuel Gyasi,224.1193983339324,,328.87845814342813,13792,153.2
Emmanuel Imorou,,,617.9601464912012,1153,12.8
Emmanuel Koum Mbondo,,,,12,0.1
Emmanuel Rivière,287.6401984811274,,,2649,29.4
Emmanuel Sabbi,202.98299710829497,,,2237,24.900000000000002
Emran Soglo,,,,109,1.2
Emre Can,,549.0538237909489,719.611115611888,15296,170.0
Emre Mor,249.44338557922148,,,1534,17.1
Emre Çolak,403.8954856202072,,,1449,16.1
Emrehan Gedikli,,,,25,0.3
Enda Stevens,,,488.813465374554,6045,67.2
Endika Buján,,,,7,0.1
Endrick,,,,375,4.1
Eneko Bóveda,,,747.6596778797955,1189,13.2
Eneko Ortiz,,,,14,0.2
Enes Ünal,364.8237521455676,,,14233,158.0
Enis Bardhi,452.00805577135833,581.0339046945269,,9913,110.2
Eniss Shabani,,,,10,0.1
Enock Kwateng,,,713.0918999511555,6153,68.3
Enock Mwepu,,643.171075771695,,1209,13.5
Enric Franquesa,,,393.72878860564333,1241,13.7
Enric Gallego,322.74595950154816,,,3389,37.7
Enric Saborit,,,668.0950233816548,1428,15.9
Enrico Bearzotti,,,,410,4.6
Enrico Brignola,429.7987003862437,,,1522,16.9
Enrico Del Prato,,,504.6417536892558,4509,50.1
Enrico Valentini,,,672.0129590112177,1299,14.4
Enzo Barrenechea,,390.48847071485284,,5160,57.3
Enzo Boyomo,,,633.868435254483,4671,51.900000000000006
Enzo Caumont,,,,34,0.4
Enzo Crivelli,251.98338498003764,,,4109,45.7
Enzo Ebosse,,,510.4221910577607,3232,35.9
Enzo Fernández,591.5554151339794,665.47716393087,,8404,93.30000000000001
Enzo Koffi Vinette,,,,33,0.4
Enzo Le Fée,334.38261991796855,751.6032257963534,,10458,116.2
Enzo Loiodice,,385.76694591687584,,3683,40.9
Enzo Millot,466.61258915812164,685.4950442485724,,5068,56.4
Enzo Molebe,,,,10,0.1
Enzo Mongo,,,,10,0.1
Enzo Roco,,,507.03974148041755,4204,46.8
Enzo Sternal,,,,24,0.3
Enzo Tchato,,,554.2680966223348,4128,45.9
Enzo Zidane,,,,71,0.8
Eray Cömert,,,661.0343486440324,5971,66.4
Eren Dinkçi,406.0353896824017,,,4433,49.3
Erencan Yardimci,,,,313,3.5
Erhan Mašović,,,636.6606910695934,6859,76.2
Eric Bailly,,,621.2620109379918,5334,59.3
Eric Curbelo,,,,102,1.1
Eric Dier,,425.92007138020597,583.8259855116978,17453,193.9
Eric García,,,627.3198710743936,10360,115.1
Eric Martel,,346.63292928047184,725.4633751846295,5864,65.1
Eric Maxim Choupo-Moting,573.9086842262644,,,6593,73.3
Eric N'Jo,,,,98,1.1
Eric Smith,,,541.0262328635775,4041,44.9
Eric da Silva Moreira,,,,30,0.3
Erick Cabaco,,,597.5095677409213,5477,60.900000000000006
Erick Pulgar,,580.2140300311764,,10420,115.8
Erik Ahlstrand,,,,43,0.5
Erik Botheim,415.8725467594986,,,1182,13.1
Erik Durm,,,560.2595520345315,4520,50.199999999999996
Erik Expósito,229.8542332478984,,,467,5.2
Erik Morán,,,,228,2.5
Erik Palmer-Brown,,,631.348141146299,4925,54.8
Erik Pieters,,,704.5789905234656,7853,87.3
Erik Thommy,547.6756761477973,,,4787,53.2
Erling Haaland,769.4311969903405,,,15259,169.5
Ermedin Demirović,512.611094647075,,,10140,112.6
Ermin Bičakčić,,,688.4557916907847,3912,43.5
Ernest Nuamah,381.9709580416787,,,2890,32.099999999999994
Ernest Poku,669.3445993002862,,,845,9.4
Ernest Seka,,,784.0259246846321,2178,24.2
Ernesto Torregrossa,414.7468328696147,,,2130,23.7
Eros Maddy,,,,15,0.2
Eros Schiavon,,,,390,4.3
Ervin Taha,,,,39,0.4
Ervin Zukanović,,,586.1661775267459,5037,56.0
Erwan Belhadji,,,,30,0.3
Estanis,,,,20,0.2
Esteban Burgos,,,542.4715533309804,2230,24.700000000000003
Esteban Granero,422.8436998461441,597.310680945027,,3716,41.4
Esteban Lepaul,585.1391064210572,,,2948,32.7
Esteban Rolón,,357.4235216058906,,1464,16.2
Esteban Saveljich,,,428.1766895671306,1700,18.9
Estêvão Willian,451.4661679909358,,,610,6.8
Ethan Ampadu,,312.42605035603236,787.8826027796443,8691,96.6
Ethan Mbappé,,,,497,5.5
Ethan Nwaneri,529.4149721394303,,,1080,12.0
Ethan Pinnock,,,670.4899260720587,10056,111.7
Ethan Wheatley,,,,16,0.2
Etienne Eto'o,,,,40,0.4
Etienne Youte Kinkoue,,,586.4061291384617,4587,51.0
Eugen Polanski,,,,261,2.9
Eugeni Valderrama,,,,115,1.3
Evan Ferguson,527.4853534777739,,,3515,39.1
Evanilson,412.9717262154319,,,3726,41.4
Evann Guessand,381.78232309757743,,,6360,70.7
Evens Joseph,,,,340,3.8
Everton Luiz,,301.90512528213657,,959,10.6
Everton Pereira,,,,68,0.8
Ewerton,,,779.2570988828921,1341,14.9
Exequiel Palacios,,673.645672364241,,6530,72.6
Ezechiel Banzuzi,,,,336,3.7
Ezequiel Garay,,,532.2817146900755,5601,62.2
Ezequiel Muñoz,,,721.9487350373124,1618,17.9
Ezequiel Ponce,306.2914348093763,,,2893,32.1
Ezequiel Schelotto,,,504.8655478653333,1822,20.2
Ezequiel Ávila,440.6087280557911,,,9269,103.0
Ezequiél Fernández,,,,396,4.4
Ezgjan Alioski,,,476.1843171910175,2461,27.3
Ezra Mayers,,,,116,1.3
Ezri Konsa,,,463.96783375952293,18814,209.0
Eñaut Mendía,,,,61,0.7
Fabian Delph,,339.08189659802144,673.8600568875161,4584,51.0
Fabian Frei,,441.99009315804113,,802,8.9
Fabian Holland,,429.5043333522208,,1835,20.4
Fabian Johnson,,382.9486434133374,364.21841942446866,1748,19.4
Fabian Klos,244.87188867723825,,,4129,45.900000000000006
Fabian Kunze,,293.6224618502372,,2530,28.1
Fabian Lustenberger,,,791.2311301965528,3755,41.7
Fabian Nürnberger,,,489.1536494358763,1513,16.8
Fabian Reese,,,,161,1.8
Fabian Rieder,467.41975954456643,,,2460,27.4
Fabian Rüdlin,,,,7,0.1
Fabian Schnellhardt,,,,235,2.6
Fabian Schär,,,668.9451226636996,19579,217.5
Fabiano Parisi,,,573.3527812819253,7636,84.8
Fabien Centonze,,,716.2783148606816,10214,113.4
Fabien Lemoine,,458.8812850578802,,3051,33.9
Fabinho,,507.6611694084392,629.7363828740303,14708,163.4
Fabio Baldé,,,,248,2.8
Fabio Borini,342.5963540301011,,542.5210209997315,3542,39.4
Fabio Carvalho,584.3238289058723,,,1324,14.7
Fabio Ceravolo,163.35558381012927,,,1242,13.799999999999999
Fabio Chiarodia,,,,875,9.700000000000001
Fabio Depaoli,221.95154044795476,,556.868495420832,10026,111.2
Fabio González,,,,240,2.6999999999999997
Fabio Lucioni,,,604.984900020288,3852,42.8
Fabio Miretti,350.06466814762433,,,4577,50.900000000000006
Fabio Moreno Fell,,,,76,0.8
Fabio Pisacane,,,630.5242458648528,6863,76.2
Fabio Quagliarella,438.58880534603594,,,12861,142.9
Fabio Torsiello,,,,156,1.7
Fabio Vieira,656.9611537514041,716.0865799505507,,1528,17.0
Fabián Balbuena,,,684.9752881190092,4388,48.8
Fabián Orellana,482.1235012745825,,,8441,93.9
Fabián Ruiz Peña,,744.1818975939386,,18006,199.9
Fabrizio Angileri,,,535.1678669555056,749,8.3
Fabrizio Cacciatore,,,515.3155026403349,5101,56.6
Fabrizio Caligara,,,,201,2.2
Facundo Buonanotte,357.499390816538,,,3497,38.9
Facundo Ferreyra,224.8581687919923,,,1085,12.0
Facundo Garcés,,,498.9202646554897,1218,13.5
Facundo Medina,,,602.7855110779241,12825,142.6
Facundo Pellistri,202.054001094285,,,2682,29.799999999999997
Facundo Píriz,,287.00271452610633,,923,10.3
Facundo Roncaglia,,,663.6215232305394,5672,63.1
Fahad Al Muwallad,,,,27,0.3
Faitout Maouassa,344.20649314627417,,540.6874013747935,8225,91.3
Falaye Sacko,,,535.9032938836372,5862,65.2
Fali,,,534.0113470064525,8701,96.6
Fali Candé,,,581.2057486880944,4861,54.0
Fallou Cham,,,,214,2.4
Fallou Diagne,,,638.0343079257384,2238,24.9
Fallou Fall,,,,32,0.4
Famara Diedhiou,,,,89,1.0
Faouzi Ghoulam,,,405.48557312610956,3615,40.1
Fares Chaïbi,513.8521758681645,,,6278,69.7
Farid Boulaya,543.0204698691919,728.9296408010667,,5341,59.400000000000006
Farid El Melali,291.02611354933333,,523.045892675642,3761,41.8
Faride Alidou,346.68638459027864,,,1535,17.0
Faris Pemi Moumbagna,549.5571947381318,,,630,7.0
Farès Bahlouli,,,,307,3.4
Farés Ghedjemis,,,,182,2.0
Faustino Anjorin,,715.5780778453804,,1283,14.299999999999999
Fayçal Fajr,,600.3169838237854,,6028,67.0
Fede San Emeterio,,203.94870194969425,617.925675649253,6037,67.1
Fede Vico,283.95596518705145,,,1643,18.2
Federico Accornero,,,,5,0.1
Federico Barba,,,580.731128980127,6023,66.9
Federico Baschirotto,,,523.4674781450939,11844,131.6
Federico Bernardeschi,473.3685533564917,,,6761,75.2
Federico Bonazzoli,424.91727447741323,,,6739,75.0
Federico Bonini,,,,7,0.1
Federico Cartabia,322.86477098507174,,,1324,14.7
Federico Cassa,,,,14,0.2
Federico Ceccherini,,,585.0499913927446,11062,122.9
Federico Chiesa,527.9706518971227,,341.2815928765219,15393,171.20000000000002
Federico Di Francesco,280.26962214313323,,,7160,79.6
Federico Dimarco,,,451.6806636147484,13194,146.6
Federico Dionisi,,,,204,2.3
Federico Fazio,,,629.1182428714254,11210,124.6
Federico Fernández,,,586.9793351165889,9472,105.2
Federico Gatti,,,501.7694256525362,7057,78.4
Federico Gattoni,,,,10,0.1
Federico Marigosu,,,,24,0.3
Federico Mattiello,,,680.3426738451589,4503,50.0
Federico Palacios Martínez,,318.5863065955946,,942,10.5
Federico Peluso,,,604.8189141559832,5681,63.1
Federico Redondo,,,,28,0.3
Federico Ricca,,,727.3785831986219,1109,12.3
Federico Ricci,270.52587075806895,,,1138,12.6
Federico Santander,358.14219378387764,,,2939,32.6
Federico Valverde,511.06289252785143,606.2480482764466,,16869,187.6
Federico Viviani,,654.0046344098594,,2817,31.3
Federico Viñas,233.6043426008824,,,921,10.2
Felipe,,,698.6970412120637,9202,102.5
Felipe Anderson,492.39167770658105,,,14318,159.1
Felipe Avenatti,64.76244343891402,,,468,5.2
Felipe Caicedo,607.747921654716,,,4730,52.6
Felipe Chávez,,,,8,0.1
Felipe Curcio,,,,5,0.1
Felipe Vizeu,,,,32,0.4
Felipe dal Belo,,,554.183981422421,5931,65.9
Felix Afena-Gyan,218.58811564693917,,,1485,16.5
Felix Agu,,,587.6921631748291,4598,51.1
Felix Garreta,,,,90,1.0
Felix Götze,,,,126,1.4
Felix Klaus,422.45351856952794,,,3231,35.8
Felix Kroos,,,,378,4.2
Felix Mambimbi,,,,340,3.8
Felix Nmecha,,580.3697179692392,,5846,65.0
Felix Passlack,,,509.5767216617453,4267,47.3
Fellipe Jack,,,,171,1.9
Fer López,482.99145299145295,,,906,10.1
Ferdi Kadioglu,,,491.92856788564023,1990,22.1
Ferland Mendy,,,453.6377946763551,14480,160.9
Fermin López,792.8671525568925,,,3392,37.7
Fernand Mayembo,,,491.9978510857237,707,7.9
Fernandinho,,630.96213829518,649.9235335357309,9807,108.9
Fernando,,338.93211980354585,671.4614619641113,9091,101.0
Fernando Calero,,,635.8714227886022,8785,97.6
Fernando Forestieri,378.5623265397919,,,610,6.699999999999999
Fernando Llorente,484.48558172436543,,,2198,24.4
Fernando Marçal,,376.457438654235,723.0865552503478,5152,57.3
Fernando Medrano,,,,13,0.1
Fernando Navarro,,,781.9599861596452,1046,11.6
Fernando Niño,426.50375259236984,,,1582,17.5
Fernando Torres,493.1280717843049,,,982,10.9
Ferran Jutglà,379.63709136739755,,,1028,11.399999999999999
Ferris N'Goma,,,,25,0.3
Ferrán Ruiz,,,,18,0.2
Ferrán Torres,592.5662670030927,,,11286,125.5
Festy Ebosele,,,433.4273572866408,2111,23.5
Fidel,439.72939172026855,678.50094070176,,6371,70.7
Fikayo Tomori,,,660.2057885696258,13303,147.8
Filip Benković,,,,8,0.1
Filip Bradarić,,370.82272548144124,,2200,24.400000000000002
Filip Helander,,,653.8343806083994,4212,46.8
Filip Jagiełło,,681.5867835154238,,586,6.5
Filip Kostić,324.53093215034426,,441.0914015456051,18253,202.9
Filip Krovinović,,431.9295688305484,,546,6.1
Filip Kusić,,,,15,0.2
Filip Malbašić,133.68006692310104,,,860,9.6
Filip Marchwiński,,,,15,0.2
Filip Stojilković,,,,154,1.7
Filip Ugrinic,,,,357,4.0
Filip Uremović,,,641.2530979237115,1726,19.2
Filip Đorđević,347.50525532259286,,,634,7.0
Filip Đuričić,445.5979760858777,,,8784,97.60000000000001
Filipe Luís,,,730.5417764909989,3689,41.0
Filippo Bandinelli,387.2670240325024,449.7355017353043,,4218,46.8
Filippo Costa,,,632.2074516383921,2037,22.7
Filippo Delli Carri,,,,334,3.7
Filippo Falco,485.01577917696335,,,2014,22.4
Filippo Mane,,,,85,0.9
Filippo Melegoni,237.17224659784233,,,1458,16.200000000000003
Filippo Missori,,,,447,5.0
Filippo Ranocchia,,417.5393678264757,,1006,11.2
Filippo Romagna,,,534.4050463059444,5086,56.5
Filippo Terracciano,,,537.9900317823308,4438,49.3
Fin Bartels,422.8062237040565,,,1484,16.6
Finley Stevens,,,,15,0.2
Finn Jeltsch,,,643.8488331289257,1474,16.4
Finn Ole Becker,,379.5265736481127,,1789,19.8
Finn Porath,,,523.5530033973056,1970,21.9
Fisayo Dele-Bashiru,397.8884324178404,,,1221,13.5
Fisnik Asllani,690.5399823790495,,,1142,12.7
Flavien Tait,512.8145791681052,675.0179837775054,,11278,125.3
Flavio Junior Bianchi,,,,314,3.5
Flavio Paoletti,,,,284,3.2
Flavius Daniliuc,,,598.4378105330223,6804,75.69999999999999
Florent Balmont,,614.472171612071,,2337,26.1
Florent Hadergjonaj,,,454.454663723881,3516,39.1
Florent Hanin,,,639.7062152980121,3134,34.8
Florent Mollet,495.823814642474,695.3385232485036,,14469,160.8
Florent Muslija,445.4955884380385,,,952,10.6
Florent Ogier,,,581.7649718848234,5073,56.4
Florentin Pogba,,,,321,3.6
Florentino Luís,,399.38539185568226,,2547,28.299999999999997
Florian Ayé,219.81414890016748,,,1955,21.700000000000003
Florian Chabrolle,,,,347,3.9000000000000004
Florian Dietz,,,,465,5.2
Florian Flick,,,476.3132887651502,872,9.7
Florian Grillitsch,,499.54387182473016,735.5067308912976,13584,151.0
Florian Hübner,,,660.1620456527476,1702,18.8
Florian Kainz,506.47036301827,,,11195,124.3
Florian Kath,229.37154348919057,,,674,7.5
Florian Krüger,226.98759444889475,,,1129,12.5
Florian Lejeune,,,590.7309935372839,20230,224.8
Florian Mayer,,,,19,0.2
Florian Micheler,,,,32,0.4
Florian Miguel,,,597.6675774637853,4711,52.3
Florian Neuhaus,,608.3240417562712,,12860,142.8
Florian Niederlechner,423.1432290278116,,,8980,99.7
Florian Pick,,,,327,3.6
Florian Sotoca,423.3770807766315,,,12427,138.1
Florian Tardieu,,629.380806630079,,4893,54.3
Florian Thauvin,575.2540714265341,,,13847,153.79999999999998
Florian Wirtz,684.1202896931001,,,11660,129.6
Florin Andone,424.9607355470147,,,2766,30.8
Florinel Coman,,,,263,2.9
Floyd Ayité,292.87517883522327,,,476,5.3
Flynn Downes,,257.5187851331477,,2913,32.4
Fodé Ballo-Touré,,,582.0348132529563,9622,107.0
Fodé Doucouré,567.6934947677813,,,1152,12.8
Fodé Sylla,,,,63,0.7
Folarin Balogun,598.8610247775875,,,6220,69.1
Formose Mendy,,,736.1060080704696,1391,15.5
Fouad Chafik,,,618.7644860798465,6610,73.4
Fousseni Diabaté,263.76965415519635,,,1831,20.299999999999997
Fran Beltrán,,326.46851280775877,,15575,173.1
Fran Delgado,,,,12,0.1
Fran Garcia,,,567.209326136625,10415,115.7
Fran Gámez,,,724.6594014932436,1768,19.6
Fran Manzanara,,,,157,1.7
Fran Mérida,,494.5707977592922,,1427,15.9
Francesco Acerbi,,,624.00815728645,22632,251.5
Francesco Camarda,172.94463338373865,,,859,9.6
Francesco Caputo,412.28631935311785,,,15070,167.6
Francesco Cassata,,385.3279403850029,,3274,36.4
Francesco Coppola,,,,91,1.0
Francesco Di Mariano,,,,62,0.7
Francesco Di Tacchio,,228.3503630418792,,1255,13.9
Francesco Esposito,436.15809847055385,,,582,6.5
Francesco Folino,,,,206,2.3
Francesco Forte,,,,422,4.7
Francesco Gelli,,462.8875425004561,,1561,17.3
Francesco Magnanelli,,376.34888187809696,,6461,71.8
Francesco Migliore,,,,329,3.7
Francesco Verde,,,,12,0.1
Francesco Vicari,,,587.1388706283669,8083,89.8
Francesco Zampano,,,401.1363923441462,4153,46.2
Franci Bouebari,,,,76,0.8
Francis Abu,,247.9853843751036,,526,5.8
Francis Coquelin,,396.65269207119235,,8146,90.6
Francis Guerrero,,,609.6478639795213,2771,30.8
Francisco Conceição,428.4561320523513,,,2275,25.3
Francisco Molinero,,,698.8578127704959,579,6.4
Francisco Mwepu,,,,21,0.2
Francisco Perez,229.0480158626242,,,3450,38.400000000000006
Francisco Portillo,305.6280375847422,719.3941394003314,,5970,66.3
Francisco Reis Ferreira,,,,181,2.0
Francisco Sierralta,,,488.16103562393903,1557,17.3
Francisco Trincão,435.10304627534924,,,2042,22.6
Franck Evina,,,,110,1.2
Franck Honorat,467.7554596312423,,281.2016228371605,13263,147.4
Franck Kessié,290.79588368253235,473.55482042771,,15710,174.5
Franck Ribéry,511.57036897407454,,,7393,82.2
Franck Tabanou,,,662.349284170173,1228,13.6
Franco Carboni,,,,292,3.2
Franco Cervi,348.65686159726704,755.2391609022578,,4514,50.1
Franco Di Santo,230.9718579867658,,,2071,23.0
